,0,1,2
8836,7,13,0.002060622
13143,10,30,0.002060203
10502,8,23,0.002057881
7381,6,9,0.00205734
13124,10,30,0.002055637
10509,8,23,0.002055003
13157,10,31,0.002054931
8879,7,14,0.002051241
7364,6,9,0.002050975
13100,10,30,0.002049491
13167,10,31,0.002047303
13169,10,31,0.002046211
11935,9,28,0.002046172
13162,10,31,0.002044973
8841,7,13,0.002044225
8837,7,13,0.00204413
13177,10,31,0.002042529
13005,10,28,0.00204106
8806,7,13,0.00204101
8803,7,13,0.00204005
8839,7,13,0.002039947
8833,7,13,0.002039377
10500,8,23,0.002038647
11874,9,27,0.002038394
13160,10,31,0.002038341
10463,8,22,0.00203785
13235,10,32,0.002037134
8824,7,13,0.002037014
10549,8,23,0.002036366
8819,7,13,0.002035761
13106,10,30,0.002032948
8800,7,13,0.002031799
13128,10,30,0.002030852
8813,7,13,0.002030708
8815,7,13,0.002029076
11859,9,27,0.002027531
10543,8,23,0.002026925
10534,8,23,0.002025981
11884,9,27,0.00202578
10503,8,23,0.002024533
11899,9,27,0.002024443
14232,11,31,0.002024195
10533,8,23,0.002023035
11764,9,25,0.0020222
8835,7,13,0.002021277
10465,8,22,0.002020725
13133,10,30,0.002019728
10536,8,23,0.002019618
13186,10,31,0.00201895
8820,7,13,0.002018221
12964,10,27,0.002016489
10481,8,22,0.002015786
8821,7,13,0.002014886
11856,9,27,0.002013726
10528,8,23,0.002013298
13180,10,31,0.002012504
8809,7,13,0.002011644
13096,10,29,0.002009415
13140,10,30,0.002009132
11887,9,27,0.002007734
13173,10,31,0.002007292
11826,9,26,0.002006499
8846,7,13,0.002006388
11850,9,27,0.002005333
8843,7,13,0.002004862
10498,8,22,0.002003292
10566,8,24,0.002000522
8842,7,13,0.002000156
11852,9,27,0.001999618
14155,11,30,0.001998663
14263,11,32,0.001997766
8845,7,13,0.001997203
13138,10,30,0.001996405
10494,8,22,0.00199566
15214,12,31,0.001995123
11878,9,27,0.0019934
10611,8,25,0.001993379
14296,11,32,0.001991788
11893,9,27,0.001991356
13102,10,30,0.001991137
11925,9,28,0.001990325
8830,7,13,0.001990291
7379,6,9,0.001987833
8832,7,13,0.001987605
10487,8,22,0.001987255
11839,9,26,0.001986646
14289,11,32,0.001985993
10538,8,23,0.001985759
8808,7,13,0.001985071
8840,7,13,0.001984502
8847,7,13,0.001984317
8849,7,13,0.001982193
8805,7,13,0.001982002
8823,7,13,0.001981101
8807,7,13,0.001980343
13192,10,31,0.001978028
13175,10,31,0.001977855
11883,9,27,0.001975906
10540,8,23,0.001974761
13122,10,30,0.001974507
8838,7,13,0.001973608
8802,7,13,0.001968528
13091,10,29,0.001968432
11871,9,27,0.001966745
8812,7,13,0.00196604
13103,10,30,0.001965918
8801,7,13,0.001964193
10542,8,23,0.00196337
8834,7,13,0.001960638
10426,8,21,0.001960517
13051,10,29,0.001959578
8827,7,13,0.001958918
11832,9,26,0.001956362
10508,8,23,0.001955597
14276,11,32,0.001955554
8828,7,13,0.001954935
11968,9,29,0.001954604
8804,7,13,0.001954403
12011,9,30,0.001954003
13137,10,30,0.001951387
13065,10,29,0.00195085
13108,10,30,0.001950108
11890,9,27,0.001949501
13081,10,29,0.001948376
10523,8,23,0.001947894
11888,9,27,0.001947831
10414,8,21,0.001947198
8822,7,13,0.001944885
10521,8,23,0.001944594
13116,10,30,0.00194143
11813,9,26,0.001940525
13185,10,31,0.001940293
11853,9,27,0.001939205
8817,7,13,0.00193711
8814,7,13,0.001936076
10575,8,24,0.001935982
8810,7,13,0.001935336
10679,8,26,0.001930714
10482,8,22,0.001926499
14291,11,32,0.001926248
10522,8,23,0.001925815
13070,10,29,0.001924227
13104,10,30,0.001924098
8816,7,13,0.001921824
8811,7,13,0.00191941
13097,10,29,0.001916231
10618,8,25,0.00191599
13145,10,30,0.001914198
10491,8,22,0.001912998
11880,9,27,0.001912944
8825,7,13,0.00190834
11872,9,27,0.001906817
10519,8,23,0.001906623
14251,11,32,0.001905657
10527,8,23,0.001905449
14213,11,31,0.001905175
13094,10,29,0.00190473
10510,8,23,0.001902082
13107,10,30,0.001897865
13127,10,30,0.001897783
14239,11,31,0.001897576
13119,10,30,0.001897332
10512,8,23,0.001896167
13110,10,30,0.001895427
13098,10,29,0.001895294
14246,11,31,0.001895088
13032,10,28,0.00189504
11831,9,26,0.001894894
13112,10,30,0.001894804
13117,10,30,0.001894131
14270,11,32,0.001890587
10456,8,22,0.001889203
11858,9,27,0.001889031
10535,8,23,0.001886887
11886,9,27,0.001884299
10439,8,21,0.001882604
13059,10,29,0.001880457
10545,8,23,0.001878953
10451,8,22,0.001878757
14182,11,30,0.001877353
13136,10,30,0.001876746
10474,8,22,0.001876714
13130,10,30,0.001876305
14265,11,32,0.001875631
13084,10,29,0.001873808
14297,11,32,0.001872164
10405,8,21,0.001871424
10470,8,22,0.001870725
10504,8,23,0.001870298
13099,10,29,0.001869816
8831,7,13,0.001868194
14226,11,31,0.001867125
13123,10,30,0.001861524
14271,11,32,0.001861488
10480,8,22,0.001860555
15164,12,30,0.00185987
10497,8,22,0.001859831
11860,9,27,0.001858682
11877,9,27,0.001858609
13071,10,29,0.001858259
11815,9,26,0.001857135
13074,10,29,0.001857116
14259,11,32,0.001856307
8818,7,13,0.001849879
13093,10,29,0.001849638
11854,9,27,0.001848757
13050,10,29,0.001848629
11869,9,27,0.001844217
11892,9,27,0.001842342
10459,8,22,0.001840217
13142,10,30,0.001840198
11873,9,27,0.001839519
10452,8,22,0.001839438
10413,8,21,0.001838982
11862,9,27,0.001838821
10496,8,22,0.0018388
14294,11,32,0.0018382
13039,10,28,0.001837127
13078,10,29,0.001834097
14241,11,31,0.001833777
10415,8,21,0.001832236
14293,11,32,0.001831996
13056,10,29,0.001831597
14281,11,32,0.001829782
10517,8,23,0.001829418
14284,11,32,0.001828721
14299,11,32,0.001825358
10507,8,23,0.001824544
13125,10,30,0.001824101
10450,8,22,0.001824089
13026,10,28,0.001823996
10486,8,22,0.001823301
10448,8,21,0.001821631
10453,8,22,0.001820081
13083,10,29,0.001819447
14064,11,28,0.001819083
10499,8,22,0.001818724
10493,8,22,0.001818411
10444,8,21,0.001818019
10437,8,21,0.001817102
13013,10,28,0.001817094
14201,11,31,0.001816443
15255,12,32,0.001816081
13218,10,32,0.001815934
11848,9,26,0.001815372
10483,8,22,0.001813795
11895,9,27,0.00181349
10431,8,21,0.001812552
11841,9,26,0.00181017
14298,11,32,0.001808444
13090,10,29,0.001808069
10484,8,22,0.00180789
14250,11,32,0.001807044
11867,9,27,0.001806933
13052,10,29,0.001805834
11801,9,26,0.001804642
11866,9,27,0.001804258
11844,9,26,0.001803937
11846,9,26,0.00180186
11857,9,27,0.001800379
14274,11,32,0.001799323
13135,10,30,0.001799271
14220,11,31,0.001797685
10478,8,22,0.001797484
13088,10,29,0.001796978
14105,11,29,0.001795722
11961,9,29,0.001794074
14256,11,32,0.001785238
14215,11,31,0.001785189
10376,8,20,0.001785148
14278,11,32,0.001784786
14283,11,32,0.001784415
14247,11,31,0.001782211
14290,11,32,0.001781975
10561,8,24,0.001781864
10488,8,22,0.001778086
11755,9,25,0.001776702
10629,8,25,0.001775638
13072,10,29,0.001774827
11885,9,27,0.001773585
13053,10,29,0.001770477
10492,8,22,0.001770264
14221,11,31,0.001767968
10490,8,22,0.001767233
14288,11,32,0.001766608
14266,11,32,0.001766441
11847,9,26,0.001766148
13087,10,29,0.001766004
14163,11,30,0.001765906
11820,9,26,0.001765631
14189,11,30,0.00176413
14209,11,31,0.001763544
10458,8,22,0.001762567
10516,8,23,0.001757579
10473,8,22,0.001757028
14272,11,32,0.001756585
14196,11,30,0.001750874
14244,11,31,0.001749702
13058,10,29,0.001749482
14231,11,31,0.001747127
13046,10,28,0.001746809
14234,11,31,0.001742857
14243,11,31,0.001739072
14249,11,31,0.001738868
11824,9,26,0.001737233
13066,10,29,0.001735202
15205,12,31,0.001735136
10471,8,22,0.001734224
14176,11,30,0.00173378
14258,11,32,0.001732759
10364,8,20,0.001732326
14253,11,32,0.001730553
8829,7,13,0.001730337
10441,8,21,0.001729985
11837,9,26,0.001729251
12955,10,27,0.001728361
14295,11,32,0.001728117
13054,10,29,0.001728043
14252,11,32,0.001725813
14248,11,31,0.001725139
15282,12,32,0.001724627
10472,8,22,0.001723982
10432,8,21,0.001723538
14200,11,31,0.001720735
13168,10,31,0.001719863
10406,8,21,0.001719549
13031,10,28,0.001719453
11849,9,26,0.00171894
11834,9,26,0.001718854
11809,9,26,0.001718658
14254,11,32,0.001718127
11806,9,26,0.001716676
13041,10,28,0.0017151
14224,11,31,0.001714428
14257,11,32,0.001714228
10469,8,22,0.001714137
11918,9,28,0.001712459
13001,10,28,0.001711474
11802,9,26,0.001710931
10389,8,20,0.001710923
13077,10,29,0.001710729
10525,8,23,0.001710177
13060,10,29,0.0017099
10477,8,22,0.001708076
13015,10,28,0.001707306
13095,10,29,0.001706628
13069,10,29,0.001705511
11776,9,25,0.00170511
10462,8,22,0.001704232
10485,8,22,0.001703324
11875,9,27,0.00170317
10460,8,22,0.001703074
10424,8,21,0.001702853
11800,9,26,0.001702363
13062,10,29,0.001701902
14228,11,31,0.001700943
13080,10,29,0.001699069
14267,11,32,0.001698881
10430,8,21,0.001698279
14233,11,31,0.001697885
13057,10,29,0.001697386
13067,10,29,0.001697357
14206,11,31,0.001697234
10495,8,22,0.001696699
16214,13,32,0.001696131
11828,9,26,0.001695656
14191,11,30,0.001695448
10401,8,21,0.001695172
14240,11,31,0.001694616
10420,8,21,0.001693738
13086,10,29,0.001693227
10355,8,20,0.001687261
14269,11,32,0.001686207
11843,9,26,0.001686093
14132,11,29,0.001684721
14262,11,32,0.001684132
14151,11,30,0.001682436
10447,8,21,0.001680173
14238,11,31,0.001679995
10568,8,24,0.00167897
11789,9,25,0.001677378
15114,12,29,0.001677286
10365,8,20,0.001676926
11833,9,26,0.001675921
10363,8,20,0.001675737
14277,11,32,0.001675326
14216,11,31,0.001675171
13020,10,28,0.001675041
10454,8,22,0.001674525
13073,10,29,0.001674326
14287,11,32,0.001674283
10387,8,20,0.001674271
10398,8,20,0.001673855
10394,8,20,0.001672144
13047,10,28,0.001671591
10409,8,21,0.001669823
14222,11,31,0.001669178
14260,11,32,0.001668963
10436,8,21,0.001668404
10402,8,21,0.001663904
13044,10,28,0.001662911
12914,10,26,0.001662414
13048,10,28,0.001661739
13092,10,29,0.001661233
14170,11,30,0.001659887
10403,8,21,0.001658227
14275,11,32,0.001658138
10446,8,21,0.001657
11821,9,26,0.001655885
11714,9,24,0.001655758
10400,8,21,0.001654039
10443,8,21,0.001653826
11838,9,26,0.001652305
11840,9,26,0.001651331
14165,11,30,0.001650772
10433,8,21,0.001649746
11803,9,26,0.001649627
14202,11,31,0.001648494
14197,11,30,0.001647987
15232,12,31,0.001647189
8798,7,12,0.001646893
10449,8,21,0.001646295
14203,11,31,0.001645582
8794,7,12,0.001645213
14208,11,31,0.001644365
11830,9,26,0.00164194
10467,8,22,0.001641929
10381,8,20,0.001638984
14273,11,32,0.00163884
14286,11,32,0.001638187
10434,8,21,0.001635314
10457,8,22,0.001635188
14245,11,31,0.001633947
13034,10,28,0.001633933
12129,9,32,0.001633436
13009,10,28,0.001632984
14204,11,31,0.001632303
11763,9,25,0.001631738
16164,13,31,0.001631167
10579,8,24,0.001630781
13049,10,28,0.001630335
10326,8,19,0.001629577
14171,11,30,0.001629249
15296,12,32,0.001628866
13075,10,29,0.001627496
14159,11,30,0.001625923
11782,9,25,0.001625889
10428,8,21,0.001625447
14207,11,31,0.00162497
14181,11,30,0.001623137
8786,7,12,0.001622599
13024,10,28,0.001622322
13085,10,29,0.001618039
14194,11,30,0.001617595
10442,8,21,0.001616734
8776,7,12,0.001616687
11781,9,25,0.001616025
14280,11,32,0.001615646
10438,8,21,0.001614619
14184,11,30,0.00161393
11822,9,26,0.001613145
14217,11,31,0.001612445
8769,7,12,0.001612248
8753,7,12,0.001611205
13000,10,28,0.001610887
10408,8,21,0.001610256
14199,11,30,0.001609265
8783,7,12,0.001609185
15155,12,30,0.001609029
13021,10,28,0.001608507
8750,7,12,0.001608506
11836,9,26,0.001608434
8791,7,12,0.001606994
8756,7,12,0.001606406
15263,12,32,0.001606028
10423,8,21,0.001605646
14292,11,32,0.001605452
10511,8,23,0.001604912
10440,8,21,0.001604123
11911,9,28,0.001603967
13043,10,28,0.001603659
8774,7,12,0.001603446
14219,11,31,0.001602799
14193,11,30,0.001601663
8787,7,12,0.001601553
13028,10,28,0.001601164
14198,11,30,0.001600097
14212,11,31,0.001599624
8789,7,12,0.001599469
12982,10,27,0.00159924
11808,9,26,0.001597955
8785,7,12,0.001597838
8763,7,12,0.001596831
8771,7,12,0.001596593
13006,10,28,0.001595582
14227,11,31,0.001594823
14237,11,31,0.00159452
8770,7,12,0.00159291
14150,11,30,0.001591819
8765,7,12,0.001591041
14285,11,32,0.001590279
14210,11,31,0.0015899
15289,12,32,0.001588904
14139,11,29,0.001587714
8759,7,12,0.001587555
14174,11,30,0.001587302
8796,7,12,0.001584889
13002,10,28,0.001584854
8793,7,12,0.001584042
14113,11,29,0.001583297
13033,10,28,0.001582993
8795,7,12,0.001582505
10391,8,20,0.001582484
10356,8,20,0.001581683
13118,10,30,0.001581635
11810,9,26,0.001578322
8792,7,12,0.001577417
11827,9,26,0.001576819
12079,9,31,0.001576224
14178,11,30,0.001575147
11842,9,26,0.001571764
13040,10,28,0.001571483
8782,7,12,0.001571382
10421,8,21,0.001571052
14225,11,31,0.001570431
11765,9,25,0.001569654
8790,7,12,0.00156946
8797,7,12,0.00156887
14183,11,30,0.001568757
8758,7,12,0.001568692
8780,7,12,0.001568018
8799,7,12,0.001567888
10466,8,22,0.001567389
14156,11,30,0.001566554
10422,8,21,0.001565645
10419,8,21,0.001565496
11823,9,26,0.001565207
15291,12,32,0.001565058
14190,11,30,0.001564574
8757,7,12,0.001564262
10380,8,20,0.00156424
8755,7,12,0.001563925
10374,8,20,0.001563062
12989,10,27,0.001562958
14146,11,29,0.00156283
10339,8,19,0.001562661
13038,10,28,0.00156262
8773,7,12,0.001562521
10382,8,20,0.001562133
11804,9,26,0.001561073
10435,8,21,0.001560144
11819,9,26,0.001559254
14236,11,31,0.001558779
14126,11,29,0.00155872
14223,11,31,0.001556886
11812,9,26,0.001556031
10445,8,21,0.001555993
12976,10,27,0.001555427
8762,7,12,0.001554568
10314,8,19,0.001554516
10412,8,21,0.001554387
8788,7,12,0.001554157
8752,7,12,0.001553522
15276,12,32,0.001553416
10427,8,21,0.00155332
14055,11,28,0.001552759
8777,7,12,0.001552358
8754,7,12,0.001552229
8751,7,12,0.001551655
15246,12,31,0.001551433
10370,8,20,0.001551113
14188,11,30,0.001550979
8778,7,12,0.001547816
13037,10,28,0.001547636
8784,7,12,0.001547548
10351,8,20,0.001546786
10410,8,21,0.001546295
10337,8,19,0.001545904
10348,8,19,0.001545493
10386,8,20,0.001544188
10344,8,19,0.001543477
15251,12,32,0.001542006
10315,8,19,0.001540826
13003,10,28,0.001540783
14230,11,31,0.001540674
13022,10,28,0.001540647
14166,11,30,0.001540056
8772,7,12,0.001539949
14172,11,30,0.001539531
12963,10,27,0.001537898
13211,10,32,0.001537854
15270,12,32,0.001536407
10397,8,20,0.001534952
8760,7,12,0.001534457
10475,8,22,0.001534135
10313,8,19,0.001533967
8767,7,12,0.001533475
10359,8,20,0.001532977
15213,12,31,0.001532185
11798,9,25,0.001531834
14152,11,30,0.001531465
15271,12,32,0.001530603
14242,11,31,0.001529142
10353,8,20,0.00152856
10305,8,19,0.001528011
8766,7,12,0.001527765
15182,12,30,0.001526803
8761,7,12,0.001525714
11845,9,26,0.001524779
14014,11,27,0.001524052
16114,13,30,0.001523502
10404,8,21,0.001521909
10393,8,20,0.001521366
10352,8,20,0.001521307
11817,9,26,0.001520583
11794,9,25,0.001520114
10383,8,20,0.001519536
8775,7,12,0.001519253
14153,11,30,0.001519242
8764,7,12,0.001519034
15239,12,31,0.00151885
10350,8,20,0.001517777
15297,12,32,0.001517026
14141,11,29,0.001514906
13008,10,28,0.001514641
10396,8,20,0.001514091
11807,9,26,0.001513586
14158,11,30,0.001513541
11791,9,25,0.001513255
15259,12,32,0.001511097
14235,11,31,0.001510977
11751,9,25,0.001509539
10399,8,20,0.001508179
11816,9,26,0.00150712
14101,11,29,0.00150658
11835,9,26,0.001505267
14154,11,30,0.001504894
15265,12,32,0.001504325
10529,8,23,0.001499745
13004,10,28,0.00149787
10417,8,21,0.001497533
10384,8,20,0.00149735
14195,11,30,0.001496447
11796,9,25,0.00149423
13016,10,28,0.001494135
14157,11,30,0.001493365
10392,8,20,0.001492867
15293,12,32,0.001492561
12029,9,30,0.001491806
15241,12,31,0.001491079
13010,10,28,0.001489978
13027,10,28,0.001489522
10407,8,21,0.001489457
13030,10,28,0.001488682
10518,8,23,0.001488655
10358,8,20,0.001487472
10378,8,20,0.001486971
15284,12,32,0.001485863
10276,8,18,0.001485739
10388,8,20,0.001484876
14167,11,30,0.001484391
10331,8,19,0.001484246
16205,13,32,0.001484072
10373,8,20,0.001483604
15226,12,31,0.001482967
15299,12,32,0.001481593
14120,11,29,0.001481122
15294,12,32,0.001480003
13019,10,28,0.001479521
8768,7,12,0.001479432
14169,11,30,0.001478697
11797,9,25,0.001478228
8781,7,12,0.001476893
13036,10,28,0.001476761
14115,11,29,0.00147665
13012,10,28,0.001475471
14187,11,30,0.001475353
11770,9,25,0.001475263
14177,11,30,0.001474564
10390,8,20,0.001474351
14162,11,30,0.001474294
12981,10,27,0.001473537
14147,11,29,0.001473249
14160,11,30,0.001471331
11787,9,25,0.001471132
15201,12,31,0.001470849
15250,12,32,0.001468326
13161,10,31,0.001468188
11705,9,24,0.001467155
13017,10,28,0.001466423
13045,10,28,0.001466294
10461,8,22,0.001466097
15266,12,32,0.001464851
12996,10,27,0.001464216
13007,10,28,0.001463832
10306,8,19,0.001462579
15220,12,31,0.001461766
14131,11,29,0.001461639
10341,8,19,0.00145734
11774,9,25,0.001457085
15274,12,32,0.001456537
11868,9,27,0.001455505
15221,12,31,0.001455342
14268,11,32,0.001454967
13023,10,28,0.001454925
14082,11,28,0.001454361
15064,12,28,0.00145404
15283,12,32,0.001453405
15290,12,32,0.001452854
15298,12,32,0.001452365
10369,8,20,0.00144928
14121,11,29,0.001449075
13042,10,28,0.001449001
14109,11,29,0.001447503
10385,8,20,0.001446619
15278,12,32,0.001446411
12965,10,27,0.001446289
10330,8,19,0.001445672
14144,11,29,0.001445224
15247,12,31,0.001444984
15256,12,32,0.001444575
10395,8,20,0.001444516
14134,11,29,0.001444257
10371,8,20,0.001443958
15281,12,32,0.001443881
10324,8,19,0.001443635
12951,10,27,0.001443346
11756,9,25,0.001442489
12991,10,27,0.001442448
14175,11,30,0.001441325
14186,11,30,0.001440606
15105,12,29,0.001439897
11752,9,25,0.001439858
10372,8,20,0.001439628
14149,11,29,0.001439416
15288,12,32,0.001439339
10336,8,19,0.001437124
15209,12,31,0.001436377
14148,11,29,0.001435912
10362,8,20,0.001435718
11799,9,25,0.001435679
14173,11,30,0.001435348
11726,9,24,0.001435334
11759,9,25,0.001434703
11784,9,25,0.001434244
15272,12,32,0.001433953
15196,12,30,0.001432349
15215,12,31,0.001431683
10377,8,20,0.001430443
10320,8,19,0.001429376
10289,8,18,0.001428657
14180,11,30,0.001427975
10298,8,18,0.001427405
10332,8,19,0.001426808
10287,8,18,0.001425167
11825,9,26,0.001424815
10294,8,18,0.001424188
14143,11,29,0.001423843
10416,8,21,0.001423812
14100,11,29,0.001423049
16232,13,32,0.001422894
11750,9,25,0.001422007
10360,8,20,0.001421667
16155,13,31,0.001421538
14124,11,29,0.001420814
15295,12,32,0.001420689
10301,8,19,0.001419597
11778,9,25,0.001419012
12905,10,26,0.001418359
15163,12,30,0.001417804
15243,12,31,0.001417533
15234,12,31,0.001417403
10303,8,19,0.001417129
15257,12,32,0.00141595
10309,8,19,0.001415912
10265,8,18,0.001415804
14192,11,30,0.001414788
15249,12,31,0.001412508
15258,12,32,0.001412444
10347,8,19,0.001410651
14128,11,29,0.001410059
15189,12,30,0.001409912
15244,12,31,0.00140899
10333,8,19,0.00140879
12997,10,27,0.001408525
12998,10,27,0.001408188
12970,10,27,0.001407848
10343,8,19,0.001407422
15254,12,32,0.001406843
11793,9,25,0.001406654
13068,10,29,0.001405122
10263,8,18,0.001405055
13035,10,28,0.001404919
15253,12,32,0.001404542
12994,10,27,0.00140323
10264,8,18,0.001403186
10300,8,19,0.001401826
10354,8,20,0.001401532
10425,8,21,0.001400689
11739,9,24,0.001400642
14133,11,29,0.001400225
15200,12,31,0.001399306
10302,8,19,0.001399148
11783,9,25,0.001398719
13025,10,28,0.001398276
11861,9,27,0.001397349
14106,11,29,0.001397173
15267,12,32,0.001396438
14140,11,29,0.001395189
10346,8,19,0.001395152
14185,11,30,0.001393409
15216,12,31,0.001391186
10349,8,19,0.001390408
11780,9,25,0.00139038
15224,12,31,0.001388739
15252,12,32,0.001388665
10342,8,19,0.001386234
15248,12,31,0.00138599
10255,8,18,0.001385915
10479,8,22,0.001385502
8779,7,12,0.001385254
10367,8,20,0.00138465
15233,12,31,0.001384055
11979,9,29,0.00138404
14138,11,29,0.001383045
15240,12,31,0.001382722
11753,9,25,0.001382439
10308,8,19,0.001380313
10334,8,19,0.001380255
15269,12,32,0.001380228
11788,9,25,0.001379516
15228,12,31,0.001379514
15231,12,31,0.001378016
10323,8,19,0.001377876
17114,14,32,0.001377828
10357,8,20,0.001377357
15191,12,30,0.001377015
14102,11,29,0.001376818
11790,9,25,0.001376328
14089,11,28,0.001376005
15262,12,32,0.001375857
14218,11,31,0.001375624
10338,8,19,0.001375445
16064,13,29,0.001374414
12984,10,27,0.001374402
15206,12,31,0.00137376
15176,12,30,0.001373751
15275,12,32,0.001373337
12999,10,27,0.001371791
14122,11,29,0.001371121
11771,9,25,0.001370165
15238,12,31,0.001369818
10328,8,19,0.001368961
12974,10,27,0.001368566
12959,10,27,0.001368561
15132,12,29,0.001365907
14063,11,28,0.001365627
13111,10,30,0.001365537
14116,11,29,0.001365032
10340,8,19,0.001364444
11731,9,24,0.00136422
15277,12,32,0.001364204
15222,12,31,0.001363643
16182,13,31,0.00136311
15151,12,30,0.001360669
10411,8,21,0.001359647
11713,9,24,0.001357854
15260,12,32,0.001356633
16246,13,32,0.001355334
14103,11,29,0.001354782
12950,10,27,0.001354155
10256,8,18,0.001354007
11786,9,25,0.001352999
10319,8,19,0.001351616
14076,11,28,0.001350218
10335,8,19,0.001349736
12978,10,27,0.001349568
10345,8,19,0.001348323
15170,12,30,0.001347849
10291,8,18,0.001346193
10468,8,22,0.001345627
11664,9,23,0.001345053
12952,10,27,0.001344209
14108,11,29,0.001344014
15245,12,31,0.001343902
15207,12,31,0.001343773
12956,10,27,0.001342986
11772,9,25,0.001342797
10281,8,18,0.001342297
10226,8,17,0.001341489
12971,10,27,0.001341457
12993,10,27,0.001341401
15208,12,31,0.001341032
15171,12,30,0.001340273
14096,11,28,0.00133985
14104,11,29,0.001339356
10286,8,18,0.001338748
10321,8,19,0.001338579
15204,12,31,0.001337784
10274,8,18,0.001336414
15203,12,31,0.001336276
10280,8,18,0.001335713
10312,8,19,0.001335049
15287,12,32,0.001334395
15197,12,30,0.001334296
11758,9,25,0.001332996
10322,8,19,0.001332438
11732,9,24,0.001331552
17064,14,31,0.001330638
15273,12,32,0.001330026
12983,10,27,0.001328251
12864,10,25,0.001327812
15202,12,31,0.001327423
15217,12,31,0.001326738
10327,8,19,0.001326515
15286,12,32,0.001325439
14107,11,29,0.00132339
15159,12,30,0.001322307
11792,9,25,0.00132164
15165,12,30,0.001320808
14137,11,29,0.001320171
14145,11,29,0.001319944
16105,13,30,0.001319891
10270,8,18,0.001319836
11760,9,25,0.001318516
14117,11,29,0.00131788
12990,10,27,0.001317314
14127,11,29,0.001317293
14119,11,29,0.001316893
16213,13,32,0.001316541
10310,8,19,0.001316394
10253,8,18,0.001315836
11777,9,25,0.001315584
14110,11,29,0.001315494
10366,8,20,0.001315209
11715,9,24,0.001314682
11773,9,25,0.001313515
15219,12,31,0.001313215
12987,10,27,0.001312982
14112,11,29,0.001311454
15184,12,30,0.001311364
12988,10,27,0.001311122
10259,8,18,0.00131074
10283,8,18,0.001309286
10282,8,18,0.001308129
15212,12,31,0.001307775
10248,8,17,0.001305975
12932,10,26,0.00130581
15199,12,30,0.001305792
10251,8,18,0.001305314
10293,8,18,0.001303699
15193,12,30,0.001303433
15225,12,31,0.001302237
10244,8,17,0.001301502
10304,8,19,0.001300483
14091,11,28,0.001300369
15194,12,30,0.001299977
15227,12,31,0.001299797
10237,8,17,0.001299601
10297,8,18,0.001299292
15292,12,32,0.001298703
10375,8,20,0.001298571
10250,8,18,0.001297967
15285,12,32,0.001297076
11754,9,25,0.001296917
14051,11,28,0.001296856
11769,9,25,0.001296854
11762,9,25,0.001296666
10239,8,17,0.001295988
16241,13,32,0.001295952
16239,13,32,0.001294941
16196,13,31,0.00129493
12953,10,27,0.001294525
15210,12,31,0.001293522
15280,12,32,0.001293312
15150,12,30,0.001293078
10296,8,18,0.00129095
12939,10,26,0.001290845
10252,8,18,0.001290296
12926,10,26,0.001290164
10317,8,19,0.001289791
12972,10,27,0.001289675
10292,8,18,0.00128931
10215,8,17,0.00128881
14005,11,27,0.001288412
10429,8,21,0.001287805
14136,11,29,0.001286463
10307,8,19,0.001285883
10299,8,18,0.001284696
15174,12,30,0.001284139
15198,12,30,0.001283423
10258,8,18,0.001281074
10273,8,18,0.001280963
16221,13,32,0.001280946
11748,9,24,0.001280457
14130,11,29,0.001279731
15166,12,30,0.001278677
10288,8,18,0.001277913
14123,11,29,0.001277597
15183,12,30,0.001277413
10361,8,20,0.00127682
15181,12,30,0.001276605
15178,12,30,0.001276045
10284,8,18,0.001275987
10213,8,17,0.001275926
15190,12,30,0.001275186
15146,12,29,0.001274214
14125,11,29,0.001274187
16220,13,32,0.001272361
14065,11,28,0.001271302
16201,13,32,0.00127059
15237,12,31,0.001270356
11744,9,24,0.001270292
14081,11,28,0.001270193
14070,11,28,0.001269911
14097,11,28,0.001266253
10290,8,18,0.001266124
16132,13,30,0.001265982
15156,12,30,0.001265639
11795,9,25,0.001265328
15113,12,29,0.001265212
14142,11,29,0.001264582
12958,10,27,0.001264017
15223,12,31,0.001263971
10269,8,18,0.00126389
10278,8,18,0.001263659
15139,12,29,0.001263257
15188,12,30,0.001263139
12913,10,26,0.001262736
10285,8,18,0.001262
15236,12,31,0.001261718
12980,10,27,0.001261088
16226,13,32,0.001260121
11929,9,28,0.00125995
10214,8,17,0.001259801
10295,8,18,0.001259541
11767,9,25,0.001259175
16163,13,31,0.001259135
14168,11,30,0.001259135
11785,9,25,0.001258589
15172,12,30,0.001256266
16209,13,32,0.00125542
12960,10,27,0.001252335
16247,13,32,0.001252101
11741,9,24,0.001251795
11757,9,25,0.001251519
12954,10,27,0.001251317
12977,10,27,0.001250798
11701,9,24,0.00124887
10205,8,17,0.001248178
17014,14,30,0.001247248
10271,8,18,0.001246071
10262,8,18,0.001244196
12986,10,27,0.001243773
11737,9,24,0.001242878
10206,8,17,0.001242279
10418,8,21,0.001242031
16243,13,32,0.001241501
14084,11,28,0.001241184
16189,13,31,0.001240914
14094,11,28,0.001240882
14135,11,29,0.001240636
14098,11,28,0.001239277
16191,13,31,0.00123827
15242,12,31,0.001237682
14059,11,28,0.001237337
12966,10,27,0.001236943
14099,11,28,0.001236681
16216,13,32,0.001236465
12969,10,27,0.001236424
14071,11,28,0.001236257
10272,8,18,0.001236145
11766,9,25,0.001235911
10236,8,17,0.001235449
10241,8,17,0.001235172
15055,12,28,0.001234889
